Date,Oil
05/24/2013,93.85
05/23/2013,94.41
05/22/2013,94.09
05/21/2013,96.16
05/20/2013,96.58
05/17/2013,96.02
05/16/2013,95.19
05/15/2013,94.38
05/14/2013,94.17
05/13/2013,94.95
05/10/2013,95.9
05/09/2013,96.18
05/08/2013,96.64
05/07/2013,95.47
05/06/2013,95.78
05/03/2013,95.58
05/02/2013,94.03
05/01/2013,90.97
04/30/2013,93.06
04/29/2013,94.45
04/26/2013,92.8
04/25/2013,93.28
04/24/2013,91.65
04/23/2013,89.5
04/22/2013,88.76
04/19/2013,87.98
04/18/2013,88.4
04/17/2013,86.4
04/16/2013,88.84
04/15/2013,87.44
04/12/2013,90.66
04/11/2013,93.5
04/10/2013,94.54
04/09/2013,93.97
04/08/2013,93.55
04/05/2013,93.01
04/04/2013,93.36
04/03/2013,94.5
04/02/2013,96.92
04/01/2013,96.95
03/28/2013,97.19
03/27/2013,96.72
03/26/2013,96.18
03/25/2013,94.65
03/22/2013,93.87
03/21/2013,92.38
03/20/2013,92.96
03/19/2013,92.2
03/18/2013,93.83
03/15/2013,93.5
03/14/2013,93.18
03/13/2013,92.48
03/12/2013,92.61
03/11/2013,91.97
03/08/2013,91.88
03/07/2013,91.41
03/06/2013,90.43
03/05/2013,90.83
03/04/2013,90.22
03/01/2013,90.97
02/28/2013,91.84
02/27/2013,92.84
02/26/2013,92.72
02/25/2013,92.1
02/22/2013,93.35
02/21/2013,92.92
02/20/2013,95.56
02/19/2013,96.67
02/15/2013,96.12
02/14/2013,97.33
02/13/2013,97.17
02/12/2013,97.57
02/11/2013,97
02/08/2013,95.75
02/07/2013,95.9
02/06/2013,96.81
02/05/2013,96.67
02/04/2013,96.12
02/01/2013,97.62
01/31/2013,97.42
01/30/2013,98.03
01/29/2013,97.34
01/28/2013,96.55
01/25/2013,96.09
01/24/2013,95.97
01/23/2013,95.56
01/22/2013,96.24
01/18/2013,95.31
01/17/2013,95.2
01/16/2013,94.16
01/15/2013,93.42
01/14/2013,94.19
01/11/2013,93.76
01/10/2013,93.88
01/09/2013,93.25
01/08/2013,93.16
01/07/2013,93.31
01/04/2013,93.17
01/03/2013,92.84
01/02/2013,92.94
